65,11,5440,62286
65,11,5440,62286
65,11,5440,62286
65,11,5440,62286
3,24,443,61246
7,6,58246,1853
27,2,443,55867
1,0,53807,1853
48,47,55445,1853
15,20,443,53643
73,38,51699,443
74,38,51701,443
3,24,443,61245
3,24,443,61242
3,24,443,61243
3,24,443,61244
55,54,1853,64264
53,38,51035,1853
75,76,44296,80
75,76,44296,80
75,76,44296,80
76,75,80,44296
9,8,63406,443
8,9,443,63406
26,25,,
44,6,54985,443
49,58,443,58631
42,6,54982,443
15,40,1853,60838
43,6,54984,443
29,30,49451,443
30,29,443,49451
58,57,58186,443
26,25,,
76,75,80,44296
58,57,58187,443
77,78,514,514
26,25,,
30,29,443,49451
57,58,443,58186
25,26,,
46,45,1853,54654
79,11,5440,65271
79,11,5440,65271
79,11,5440,65271
79,11,5440,65271
0,1,1853,53807
79,11,5440,65271
79,11,5440,65271
31,56,50477,1853
30,29,443,49453
1,0,53807,1853
4,5,1853,49514
79,11,5440,65271
79,11,5440,65271
79,11,5440,65271
79,11,5440,65271
8,9,443,63406
78,80,53,63229
5,63,62603,1853
6,7,1853,58246
81,82,137,137
83,82,137,137
7,12,63861,1853
49,84,32450,54905
76,85,80,54613
26,25,,
23,17,49319,1853
25,26,,
27,28,1853,56566
63,5,1853,62603
31,32,51444,1853
0,1,1853,53807
35,36,55363,1853
33,34,56707,1853
27,11,5440,55981
27,11,5440,55981
27,11,5440,55981
27,11,5440,55981
1,0,53807,1853
40,15,60838,1853
86,87,4358,8080
86,88,2691,8080
76,89,80,38625
41,31,1853,56495
17,23,1853,49319
32,31,1853,51444
24,3,61241,443
27,11,5440,55981
27,11,5440,55981
45,46,54654,1853
47,48,1853,55445
36,35,1853,55363
27,11,5440,55981
27,11,5440,55981
27,11,5440,55981
27,11,5440,55981
18,0,60589,443
18,0,60589,443
18,0,60589,443
58,57,58186,443
0,1,1853,53807
38,53,1853,51035
58,57,58187,443
57,58,443,58187
0,1,1853,53807
0,1,1853,53807
0,1,1853,53807
57,58,443,58186
1,0,53807,1853
50,49,58865,18131
90,11,5440,60115
90,11,5440,60115
2,3,60073,443
90,11,5440,60115
90,11,5440,60115
90,11,5440,60115
2,3,60073,443
2,3,60073,443
90,11,5440,60115
3,2,443,60073
2,3,60073,443
2,3,60073,443
2,3,60073,443
3,2,443,60073
12,7,1853,63861
3,2,443,60073
3,2,443,60073
3,2,443,60073
3,2,443,60073
3,2,443,60073
90,11,5440,60115
90,11,5440,60115
90,11,5440,60115
90,11,5440,60115
91,92,443,49879
2,3,61249,443
3,2,443,61249
3,2,443,61249
2,27,55867,443
29,30,49453,443
30,29,443,49453
30,29,443,49453
72,36,49741,443
36,72,443,49741
29,30,49451,443
54,55,64264,1853
41,93,443,57961
29,30,49451,443
30,29,443,49451
56,31,1853,50477
29,30,49451,443
29,30,49451,443
30,29,443,49451
29,30,49451,443
46,94,443,53038
29,30,49451,443
30,29,443,49451
29,30,49451,443
29,30,49451,443
29,30,49451,443
30,29,443,49451
95,11,5440,53121
95,11,5440,53121
95,11,5440,53121
95,11,5440,53121
95,11,5440,53121
95,11,5440,53121
29,30,49451,443
30,29,443,49451
29,30,49451,443
28,27,56566,1853
5,4,49514,1853
1,0,53807,1853
29,30,49451,443
9,8,63406,443
30,29,443,49451
8,9,443,63406
89,76,38625,80
76,89,80,38625
0,1,1853,53807
76,89,80,38625
96,11,5440,49909
96,11,5440,49909
31,41,56495,1853
46,97,443,53041
96,11,5440,49909
96,11,5440,49909
95,11,5440,53121
95,11,5440,53121
95,11,5440,53121
95,11,5440,53121
46,98,443,53040
95,11,5440,53122
95,11,5440,53122
95,11,5440,53122
99,100,59904,10943
95,11,5440,53122
95,11,5440,53122
95,11,5440,53122
100,99,10943,59904
96,11,5440,49909
96,11,5440,49909
58,57,58186,443
75,76,44296,80
25,101,55208,22
95,11,5440,53122
95,11,5440,53122
95,11,5440,53122
95,11,5440,53122
0,1,1853,53807
102,102,547,546
95,11,5440,53123
95,11,5440,53123
41,103,8200,56497
95,11,5440,53123
95,11,5440,53123
95,11,5440,53123
95,11,5440,53123
34,33,1853,56707
3,104,443,61235
7,6,58246,1853
95,11,5440,53123
95,11,5440,53123
95,11,5440,53123
95,11,5440,53123
105,11,5440,58729
105,11,5440,58729
1,0,53807,1853
105,11,5440,58729
105,11,5440,58729
48,47,55445,1853
99,100,59904,10943
96,11,5440,49909
96,11,5440,49909
96,11,5440,49909
96,11,5440,49909
96,11,5440,49909
96,11,5440,49909
85,76,54613,80
51,49,62209,38677
63,5,1853,62603
55,54,1853,64264
56,106,443,55649
85,76,54613,80
105,11,5440,58729
53,38,51035,1853
105,11,5440,58729
76,85,80,54613
56,107,443,55648
56,108,443,55646
15,40,1853,60838
2,3,60073,443
2,3,60073,443
0,1,1853,53807
109,110,53746,443
105,11,5440,58729
105,11,5440,58729
105,11,5440,58729
105,11,5440,58729
46,45,1853,54654
18,0,60587,443
18,0,60587,443
18,0,60587,443
0,18,443,60587
31,56,50477,1853
0,18,443,60587
89,76,38625,80
76,89,80,38625
89,76,38625,80
76,89,80,38625
89,76,38625,80
76,89,80,38625
89,76,38625,80
76,89,80,38625
29,30,49451,443
4,5,1853,49514
1,0,53807,1853
29,30,49453,443
30,29,443,49453
29,30,49453,443
2,3,61249,443
66,8,63407,443
30,29,443,49453
8,66,443,63407
3,2,443,61249
30,29,443,49453
93,41,57961,443
26,25,,
76,85,80,54620
5,63,62603,1853
109,110,53746,443
26,25,,
26,25,,
8,111,443,63409
110,109,443,53746
6,7,1853,58246
110,109,443,53745
26,25,,
26,25,,
25,112,,
7,12,63861,1853
72,36,49741,443
8,66,443,63407
18,0,60589,443
27,28,1853,56566
0,1,1853,53807
23,17,49319,1853
18,0,60589,443
18,0,60589,443
0,1,1853,53807
0,1,1853,53807
0,1,1853,53807
18,0,60589,443
18,0,60589,443
3,104,443,61234
3,113,443,60717
18,0,60589,443
18,0,60589,443
18,0,60589,443
0,18,443,60589
18,0,60589,443
0,18,443,60589
31,32,51444,1853
0,18,443,60589
33,34,56707,1853
79,114,443,49284
79,114,443,49284
67,8,63408,443
79,114,443,49284
8,67,443,63408
8,67,443,63408
0,18,443,60589
38,37,443,51696
0,18,443,60589
35,36,55363,1853
0,18,443,60587
38,39,443,51700
1,0,53807,1853
40,15,60838,1853
115,55,58748,8200
103,41,56497,8200
41,31,1853,56495
25,112,,
96,11,5462,64162
96,11,5462,64162
32,31,1853,51444
116,11,5462,58048
116,11,5462,58048
45,46,54654,1853
47,48,1853,55445
96,11,5500,63962
96,11,5500,63962
56,11,5462,49562
56,11,5462,49562
36,35,1853,55363
116,11,5500,57824
116,11,5500,57824
117,100,59820,28159
17,23,1853,49319
36,11,5462,49273
36,11,5462,49273
56,11,5500,49560
56,11,5500,49560
76,118,80,50395
89,76,38625,80
0,18,443,60587
76,89,80,38625
0,18,443,60587
34,11,5462,49855
34,11,5462,49855
109,110,53745,443
36,11,5500,49272
36,11,5500,49272
0,1,1853,53807
0,1,1853,53807
0,1,1853,53807
0,1,1853,53807
96,11,5500,63962
116,11,5500,57824
96,11,5500,63962
116,11,5500,57824
38,53,1853,51035
119,11,5462,49279
119,11,5462,49279
34,11,5500,49854
34,11,5500,49854
1,0,53807,1853
30,29,443,49451
92,91,49879,443
120,24,96.43.146.50,96.43.146.50
56,11,5500,49560
56,11,5500,49560
116,11,5500,57824
116,11,5500,57824
91,92,443,49879
36,11,5500,49272
116,11,5500,57824
116,11,5500,57824
116,11,5500,57824
36,11,5500,49272
116,11,5500,57824
18,0,60587,443
121,11,5462,49284
2,3,61249,443
121,11,5462,49284
119,11,5500,49278
119,11,5500,49278
12,7,1853,63861
96,11,5500,63962
96,11,5500,63962
116,11,5500,57824
116,11,5500,57824
25,112,,
34,11,5500,49854
34,11,5500,49854
56,11,5500,49560
56,11,5500,49560
56,11,5500,49560
29,30,49453,443
56,11,5500,49560
56,11,5500,49560
56,11,5500,49560
30,29,443,49453
36,11,5500,49272
36,11,5500,49272
36,11,5500,49272
36,11,5500,49272
36,11,5500,49272
36,11,5500,49272
121,11,5500,49283
121,11,5500,49283
96,11,5500,63962
96,11,5500,63962
96,11,5500,63962
71,70,60548,443
96,11,5500,63962
122,11,5462,57835
122,11,5462,57835
119,11,5500,49278
119,11,5500,49278
56,11,5500,49560
56,11,5500,49560
54,55,64264,1853
34,11,5500,49854
34,11,5500,49854
121,11,5500,49283
34,11,5500,49854
34,11,5500,49854
34,11,5500,49854
121,11,5500,49283
36,11,5500,49272
34,11,5500,49854
36,11,5500,49272
56,31,1853,50477
28,27,56566,1853
0,1,1853,53807
119,11,5500,49278
119,11,5500,49278
119,11,5500,49278
119,11,5500,49278
119,11,5500,49278
119,11,5500,49278
52,11,5500,56684
52,11,5500,56684
121,11,5500,49283
121,11,5500,49283
96,11,5500,63962
121,11,5500,49283
6,11,5440,55704
121,11,5500,49283
121,11,5500,49283
96,11,5500,63962
34,11,5500,49854
121,11,5500,49283
6,11,5440,55704
5,4,49514,1853
34,11,5500,49854
1,0,53807,1853
6,11,5440,55704
6,11,5440,55704
123,49,58899,64510
119,11,5500,49278
119,11,5500,49278
124,38,51036,8200
125,36,55364,8200
121,11,5500,49283
121,11,5500,49283
31,41,56495,1853
101,25,22,55208
36,11,5462,49273
36,11,5462,49273
6,11,5440,55704
6,11,5440,55704
118,76,50395,80
76,118,80,50395
76,118,80,50395
18,0,60587,443
126,100,60121,61315
6,11,5440,55704
6,11,5440,55704
6,11,5440,55704
6,11,5440,55704
122,11,5500,57833
122,11,5500,57833
34,33,1853,56707
85,76,54620,80
76,85,80,54620
3,24,443,61247
3,24,443,61247
48,47,55445,1853
7,6,58246,1853
3,24,443,61247
3,24,443,61247
3,24,443,61247
3,24,443,61247
0,1,1853,53807
38,73,443,51699
1,0,53807,1853
89,76,38625,80
88,86,8080,2691
63,5,1853,62603
25,112,,
6,43,443,54984
55,54,1853,64264
53,38,51035,1853
6,44,443,54985
15,40,1853,60838
6,42,443,54982
127,11,5440,56882
2,3,60073,443
127,11,5440,56882
38,74,443,51701
127,11,5440,56882
127,11,5440,56882
46,45,1853,54654
76,128,80,54610
31,56,50477,1853
1,0,53807,1853
4,5,1853,49514
66,8,63407,443
0,1,1853,53807
66,8,63407,443
8,66,443,63407
29,30,49453,443
5,63,62603,1853
127,11,5440,56882
127,11,5440,56882
6,7,1853,58246
112,25,,
7,12,63861,1853
127,11,5440,56882
127,11,5440,56882
122,11,5500,57833
122,11,5500,57833
127,11,5440,56882
127,11,5440,56882
127,11,5440,56882
127,11,5440,56882
70,71,443,60548
25,112,,
76,75,80,44300
0,1,1853,53807
114,79,49284,443
122,11,5500,57833
118,76,50395,80
122,11,5500,57833
76,118,80,50395
23,17,49319,1853
122,11,5500,57833
122,11,5500,57833
122,11,5500,57833
118,76,50395,80
122,11,5500,57833
122,11,5500,57833
27,28,1853,56566
122,11,5500,57833
122,11,5500,57833
122,11,5500,57833
76,118,80,50395
122,11,5500,57833
122,11,5500,57833
122,11,5500,57833
122,11,5500,57833
122,11,5500,57833
122,11,5500,57833
31,32,51444,1853
33,34,56707,1853
129,130,443,53725
35,36,55363,1853
131,132,443,57634
131,132,443,57632
122,11,5500,57833
122,11,5500,57833
131,132,443,57633
1,0,53807,1853
36,11,5500,49272
36,11,5500,49272
112,25,,
40,15,60838,1853
36,11,5500,49272
36,11,5500,49272
55,11,5440,57606
55,11,5440,57606
17,23,1853,49319
55,133,443,57607
55,11,5440,57606
55,11,5440,57606
10,134,80,57403
10,134,80,57406
36,11,5500,49272
36,11,5500,49272
135,0,59181,443
55,11,5440,57606
55,11,5440,57606
36,11,5500,49272
36,11,5500,49272
32,31,1853,51444
0,135,443,59181
41,31,1853,56495
36,11,5500,49272
67,8,63408,443
36,11,5500,49272
8,67,443,63408
36,11,5462,49273
36,11,5462,49273
24,3,61247,443
55,136,443,57608
36,11,5500,49272
36,11,5500,49272
24,3,61247,443
24,3,61247,443
45,46,54654,1853
36,11,5500,49272
36,11,5500,49272
36,11,5500,49272
36,11,5500,49272
36,11,5500,49272
36,11,5500,49272
47,48,1853,55445
20,12,62038,443
36,11,5462,49273
36,11,5462,49273
20,15,53643,443
36,35,1853,55363
128,76,54610,80
76,128,80,54610
20,17,55269,443
36,11,5500,49272
36,11,5500,49272
76,128,80,54610
0,1,1853,53807
55,11,5440,57606
55,11,5440,57606
0,1,1853,53807
0,1,1853,53807
0,1,1853,53807
25,112,,
55,11,5440,57606
55,11,5440,57606
55,11,5440,57606
55,11,5440,57606
25,101,55208,22
25,101,55208,22
76,137,80,52323
38,53,1853,51035
0,135,443,59181
0,39,443,59183
46,138,443,53072
49,50,18131,58865
1,0,53807,1853
139,11,5440,60816
139,11,5440,60816
139,11,5440,60816
139,11,5440,60816
139,11,5440,60816
139,11,5440,60816
30,29,443,49453
12,7,1853,63861
139,11,5440,60816
139,11,5440,60816
17,20,443,55269
139,11,5440,60816
139,11,5440,60816
25,112,,
17,107,443,55271
140,11,5440,64673
140,11,5440,64673
141,120,161,3495
140,11,5440,64673
140,11,5440,64673
140,11,5440,64673
140,11,5440,64673
133,55,57607,443
